prod_code,customer,location,category,time_var,shipments
8684_05,ALDI,sansebastian,snack,2022-09-19T00:00:00.000+0000,288652
8684_05,ALDI,sansebastian,snack,2023-07-24T00:00:00.000+0000,886417
8684_05,ALDI,sansebastian,snack,2023-04-24T00:00:00.000+0000,488379
8684_05,ALDI,sansebastian,snack,2022-12-12T00:00:00.000+0000,265454
8684_05,ALDI,sansebastian,snack,2022-10-31T00:00:00.000+0000,184451
8684_05,ALDI,sansebastian,snack,2023-05-15T00:00:00.000+0000,84493
8684_05,ALDI,sansebastian,snack,2023-10-02T00:00:00.000+0000,498091
8684_05,ALDI,sansebastian,snack,2022-05-09T00:00:00.000+0000,1241832
8684_05,ALDI,sansebastian,snack,2021-12-06T00:00:00.000+0000,221605
8684_05,ALDI,sansebastian,snack,2022-10-10T00:00:00.000+0000,175304
8684_05,ALDI,sansebastian,snack,2022-04-18T00:00:00.000+0000,622001
8684_05,ALDI,sansebastian,snack,2023-07-03T00:00:00.000+0000,1135463
8684_05,ALDI,sansebastian,snack,2021-01-11T00:00:00.000+0000,492245
8684_05,ALDI,sansebastian,snack,2021-11-29T00:00:00.000+0000,315433
8684_05,ALDI,sansebastian,snack,2021-02-01T00:00:00.000+0000,238202
8684_05,ALDI,sansebastian,snack,2021-02-22T00:00:00.000+0000,177944
8684_05,ALDI,sansebastian,snack,2021-09-13T00:00:00.000+0000,515820
8684_05,ALDI,sansebastian,snack,2023-09-04T00:00:00.000+0000,365129
8684_05,ALDI,sansebastian,snack,2021-07-05T00:00:00.000+0000,480929
8684_05,ALDI,sansebastian,snack,2021-07-19T00:00:00.000+0000,228206
8684_05,ALDI,sansebastian,snack,2022-12-05T00:00:00.000+0000,205668
8684_05,ALDI,sansebastian,snack,2023-06-19T00:00:00.000+0000,339951
8684_05,ALDI,sansebastian,snack,2021-12-20T00:00:00.000+0000,435854
8684_05,ALDI,sansebastian,snack,2022-04-11T00:00:00.000+0000,200953
8684_05,ALDI,sansebastian,snack,2022-11-21T00:00:00.000+0000,197087
8684_05,ALDI,sansebastian,snack,2022-06-20T00:00:00.000+0000,631620
8684_05,ALDI,sansebastian,snack,2022-08-22T00:00:00.000+0000,567873
8684_05,ALDI,sansebastian,snack,2022-09-12T00:00:00.000+0000,228866
8684_05,ALDI,sansebastian,snack,2021-09-06T00:00:00.000+0000,414919
8684_05,ALDI,sansebastian,snack,2022-12-19T00:00:00.000+0000,329201
8684_05,ALDI,sansebastian,snack,2023-04-10T00:00:00.000+0000,313264
8684_05,ALDI,sansebastian,snack,2023-01-23T00:00:00.000+0000,1150173
8684_05,ALDI,sansebastian,snack,2022-04-04T00:00:00.000+0000,573531
8684_05,ALDI,sansebastian,snack,2023-01-16T00:00:00.000+0000,598143
8684_05,ALDI,sansebastian,snack,2023-08-21T00:00:00.000+0000,330427
8684_05,ALDI,sansebastian,snack,2022-01-03T00:00:00.000+0000,811355
8684_05,ALDI,sansebastian,snack,2021-03-22T00:00:00.000+0000,501486
8684_05,ALDI,sansebastian,snack,2023-03-27T00:00:00.000+0000,1179218
8684_05,ALDI,sansebastian,snack,2021-10-04T00:00:00.000+0000,294781
8684_05,ALDI,sansebastian,snack,2022-03-07T00:00:00.000+0000,339385
8684_05,ALDI,sansebastian,snack,2021-08-16T00:00:00.000+0000,251875
8684_05,ALDI,sansebastian,snack,2023-09-25T00:00:00.000+0000,529493
8684_05,ALDI,sansebastian,snack,2021-02-08T00:00:00.000+0000,250083
8684_05,ALDI,sansebastian,snack,2023-05-01T00:00:00.000+0000,299968
8684_05,ALDI,sansebastian,snack,2023-07-10T00:00:00.000+0000,792306
8684_05,ALDI,sansebastian,snack,2021-08-09T00:00:00.000+0000,345043
8684_05,ALDI,sansebastian,snack,2022-01-24T00:00:00.000+0000,103825
8684_05,ALDI,sansebastian,snack,2023-08-07T00:00:00.000+0000,374559
8684_05,ALDI,sansebastian,snack,2022-03-28T00:00:00.000+0000,470556
8684_05,ALDI,sansebastian,snack,2022-08-08T00:00:00.000+0000,446604
8684_05,ALDI,sansebastian,snack,2023-03-13T00:00:00.000+0000,440097
8684_05,ALDI,sansebastian,snack,2021-05-31T00:00:00.000+0000,401246
8684_05,ALDI,sansebastian,snack,2022-08-01T00:00:00.000+0000,336179
8684_05,ALDI,sansebastian,snack,2022-06-06T00:00:00.000+0000,365600
8684_05,ALDI,sansebastian,snack,2022-04-25T00:00:00.000+0000,1349994
8684_05,ALDI,sansebastian,snack,2022-07-11T00:00:00.000+0000,629545
8684_05,ALDI,sansebastian,snack,2021-06-14T00:00:00.000+0000,1334623
8684_05,ALDI,sansebastian,snack,2021-08-02T00:00:00.000+0000,487058
8684_05,ALDI,sansebastian,snack,2023-01-09T00:00:00.000+0000,231223
8684_05,ALDI,sansebastian,snack,2021-11-15T00:00:00.000+0000,491302
8684_05,ALDI,sansebastian,snack,2022-11-07T00:00:00.000+0000,407941
8684_05,ALDI,sansebastian,snack,2021-07-26T00:00:00.000+0000,224811
8684_05,ALDI,sansebastian,snack,2020-10-19T00:00:00.000+0000,158801
8684_05,ALDI,sansebastian,snack,2021-05-10T00:00:00.000+0000,1166298
8684_05,ALDI,sansebastian,snack,2022-01-17T00:00:00.000+0000,486681
8684_05,ALDI,sansebastian,snack,2023-02-27T00:00:00.000+0000,159273
8684_05,ALDI,sansebastian,snack,2021-05-24T00:00:00.000+0000,1516339
8684_05,ALDI,sansebastian,snack,2020-11-16T00:00:00.000+0000,234335
8684_05,ALDI,sansebastian,snack,2021-05-17T00:00:00.000+0000,642276
8684_05,ALDI,sansebastian,snack,2023-02-06T00:00:00.000+0000,72989
8684_05,ALDI,sansebastian,snack,2023-06-05T00:00:00.000+0000,119101
8684_05,ALDI,sansebastian,snack,2023-08-14T00:00:00.000+0000,729031
8684_05,ALDI,sansebastian,snack,2021-12-27T00:00:00.000+0000,563347
8684_05,ALDI,sansebastian,snack,2022-05-02T00:00:00.000+0000,331181
8684_05,ALDI,sansebastian,snack,2023-09-18T00:00:00.000+0000,619266
8684_05,ALDI,sansebastian,snack,2023-02-13T00:00:00.000+0000,59598
8684_05,ALDI,sansebastian,snack,2022-08-29T00:00:00.000+0000,503655
8684_05,ALDI,sansebastian,snack,2022-01-31T00:00:00.000+0000,135415
8684_05,ALDI,sansebastian,snack,2023-07-31T00:00:00.000+0000,571174
8684_05,ALDI,sansebastian,snack,2022-07-25T00:00:00.000+0000,664436
8684_05,ALDI,sansebastian,snack,2022-03-21T00:00:00.000+0000,77326
8684_05,ALDI,sansebastian,snack,2022-10-17T00:00:00.000+0000,218210
8684_05,ALDI,sansebastian,snack,2021-06-21T00:00:00.000+0000,314867
8684_05,ALDI,sansebastian,snack,2020-12-28T00:00:00.000+0000,665568
8684_05,ALDI,sansebastian,snack,2021-04-26T00:00:00.000+0000,555426
8684_05,ALDI,sansebastian,snack,2022-05-16T00:00:00.000+0000,400963
8684_05,ALDI,sansebastian,snack,2022-03-14T00:00:00.000+0000,21784
8684_05,ALDI,sansebastian,snack,2023-05-08T00:00:00.000+0000,197276
8684_05,ALDI,sansebastian,snack,2022-02-21T00:00:00.000+0000,296290
8684_05,ALDI,sansebastian,snack,2022-05-23T00:00:00.000+0000,374370
8684_05,ALDI,sansebastian,snack,2022-10-24T00:00:00.000+0000,161442
8684_05,ALDI,sansebastian,snack,2021-03-01T00:00:00.000+0000,112217
8684_05,ALDI,sansebastian,snack,2022-10-03T00:00:00.000+0000,546184
8684_05,ALDI,sansebastian,snack,2023-10-09T00:00:00.000+0000,323260
8684_05,ALDI,sansebastian,snack,2021-11-08T00:00:00.000+0000,303646
8684_05,ALDI,sansebastian,snack,2021-07-12T00:00:00.000+0000,133906
8684_05,ALDI,sansebastian,snack,2023-08-28T00:00:00.000+0000,45265
8684_05,ALDI,sansebastian,snack,2022-09-05T00:00:00.000+0000,372673
8684_05,ALDI,sansebastian,snack,2023-06-12T00:00:00.000+0000,826726
8684_05,ALDI,sansebastian,snack,2021-10-11T00:00:00.000+0000,307983
8684_05,ALDI,sansebastian,snack,2022-07-18T00:00:00.000+0000,383234
8684_05,ALDI,sansebastian,snack,2022-08-15T00:00:00.000+0000,421897
8684_05,ALDI,sansebastian,snack,2023-02-20T00:00:00.000+0000,38475
8684_05,ALDI,sansebastian,snack,2022-01-10T00:00:00.000+0000,668302
8684_05,ALDI,sansebastian,snack,2021-11-01T00:00:00.000+0000,391533
8684_05,ALDI,sansebastian,snack,2021-06-07T00:00:00.000+0000,902542
8684_05,ALDI,sansebastian,snack,2021-03-15T00:00:00.000+0000,643596
8684_05,ALDI,sansebastian,snack,2020-12-07T00:00:00.000+0000,193221
8684_05,ALDI,sansebastian,snack,2023-01-02T00:00:00.000+0000,116084
8684_05,ALDI,sansebastian,snack,2020-11-23T00:00:00.000+0000,148994
8684_05,ALDI,sansebastian,snack,2023-01-30T00:00:00.000+0000,635769
8684_05,ALDI,sansebastian,snack,2023-09-11T00:00:00.000+0000,662927
8684_05,lidl,sansebastian,juice,2022-01-03T00:00:00.000+0000,324580
8684_05,lidl,sansebastian,juice,2021-11-08T00:00:00.000+0000,433826
8684_05,lidl,sansebastian,juice,2023-01-09T00:00:00.000+0000,113302
8684_05,lidl,sansebastian,juice,2023-03-13T00:00:00.000+0000,65967
8684_05,lidl,sansebastian,juice,2021-03-01T00:00:00.000+0000,254625
8684_05,lidl,sansebastian,juice,2022-11-14T00:00:00.000+0000,54262
8684_05,lidl,sansebastian,juice,2021-01-11T00:00:00.000+0000,466485
8684_05,lidl,sansebastian,juice,2022-10-17T00:00:00.000+0000,202886
8684_05,lidl,sansebastian,juice,2022-03-07T00:00:00.000+0000,411807
8684_05,lidl,sansebastian,juice,2023-03-06T00:00:00.000+0000,58023
8684_05,lidl,sansebastian,juice,2023-07-24T00:00:00.000+0000,72482
8684_05,lidl,sansebastian,juice,2021-08-23T00:00:00.000+0000,457621
8684_05,lidl,sansebastian,juice,2022-04-18T00:00:00.000+0000,471326
8684_05,lidl,sansebastian,juice,2021-10-25T00:00:00.000+0000,473731
8684_05,lidl,sansebastian,juice,2023-09-18T00:00:00.000+0000,110555
8684_05,lidl,sansebastian,juice,2021-04-12T00:00:00.000+0000,469503
8684_05,lidl,sansebastian,juice,2022-09-12T00:00:00.000+0000,368088
8684_05,lidl,sansebastian,juice,2023-09-04T00:00:00.000+0000,67897
8684_05,lidl,sansebastian,juice,2022-05-02T00:00:00.000+0000,564007
8684_05,lidl,sansebastian,juice,2020-12-14T00:00:00.000+0000,357271
8684_05,lidl,sansebastian,juice,2023-05-22T00:00:00.000+0000,55363
8684_05,lidl,sansebastian,juice,2021-02-01T00:00:00.000+0000,0
8684_05,lidl,sansebastian,juice,2022-08-22T00:00:00.000+0000,319598
8684_05,lidl,sansebastian,juice,2023-05-08T00:00:00.000+0000,67299
8684_05,lidl,sansebastian,juice,2022-09-26T00:00:00.000+0000,302266
8684_05,lidl,sansebastian,juice,2021-11-01T00:00:00.000+0000,322490
8684_05,lidl,sansebastian,juice,2023-02-20T00:00:00.000+0000,60199
8684_05,lidl,sansebastian,juice,2021-10-04T00:00:00.000+0000,391391
8684_05,lidl,sansebastian,juice,2022-12-12T00:00:00.000+0000,75173
8684_05,lidl,sansebastian,juice,2021-04-26T00:00:00.000+0000,523159
8684_05,lidl,sansebastian,juice,2022-02-07T00:00:00.000+0000,452639
8684_05,lidl,sansebastian,juice,2021-07-05T00:00:00.000+0000,539599
8684_05,lidl,sansebastian,juice,2023-04-17T00:00:00.000+0000,78332
8684_05,lidl,sansebastian,juice,2021-06-14T00:00:00.000+0000,430557
8684_05,lidl,sansebastian,juice,2022-07-25T00:00:00.000+0000,572038
8684_05,lidl,sansebastian,juice,2023-09-25T00:00:00.000+0000,45815
8684_05,lidl,sansebastian,juice,2020-10-19T00:00:00.000+0000,410479
8684_05,lidl,sansebastian,juice,2021-02-08T00:00:00.000+0000,352194
8684_05,lidl,sansebastian,juice,2022-09-05T00:00:00.000+0000,327114
8684_05,lidl,sansebastian,juice,2023-08-07T00:00:00.000+0000,82839
8684_05,lidl,sansebastian,juice,2022-07-18T00:00:00.000+0000,745848
8684_05,lidl,sansebastian,juice,2022-12-19T00:00:00.000+0000,58867
8684_05,lidl,sansebastian,juice,2021-08-30T00:00:00.000+0000,263930
8684_05,lidl,sansebastian,juice,2023-03-27T00:00:00.000+0000,81413
8684_05,lidl,sansebastian,juice,2021-05-10T00:00:00.000+0000,305029
8684_05,lidl,sansebastian,juice,2023-09-11T00:00:00.000+0000,71955
8684_05,lidl,sansebastian,juice,2021-11-22T00:00:00.000+0000,551119
8684_05,lidl,sansebastian,juice,2022-07-11T00:00:00.000+0000,615824
8684_05,lidl,sansebastian,juice,2023-05-01T00:00:00.000+0000,82089
8684_05,lidl,sansebastian,juice,2022-01-17T00:00:00.000+0000,358874
8684_05,lidl,sansebastian,juice,2022-02-28T00:00:00.000+0000,397819
8684_05,lidl,sansebastian,juice,2023-01-02T00:00:00.000+0000,69397
8684_05,lidl,sansebastian,juice,2021-01-18T00:00:00.000+0000,261462
8684_05,lidl,sansebastian,juice,2021-12-13T00:00:00.000+0000,475915
8684_05,lidl,sansebastian,juice,2021-06-21T00:00:00.000+0000,419225
8684_05,lidl,sansebastian,juice,2021-09-06T00:00:00.000+0000,405819
8684_05,lidl,sansebastian,juice,2021-12-20T00:00:00.000+0000,302938
8684_05,lidl,sansebastian,juice,2021-08-02T00:00:00.000+0000,573594
8684_05,lidl,sansebastian,juice,2023-06-12T00:00:00.000+0000,90407
8684_05,lidl,sansebastian,juice,2022-10-24T00:00:00.000+0000,320462
8684_05,lidl,sansebastian,juice,2022-11-28T00:00:00.000+0000,66718
8684_05,lidl,sansebastian,juice,2022-10-03T00:00:00.000+0000,373262
8684_05,lidl,sansebastian,juice,2023-04-03T00:00:00.000+0000,45559
8684_05,lidl,sansebastian,juice,2021-12-27T00:00:00.000+0000,327645
8684_05,lidl,sansebastian,juice,2023-01-16T00:00:00.000+0000,81311
8684_05,lidl,sansebastian,juice,2022-04-11T00:00:00.000+0000,180726
8684_05,lidl,sansebastian,juice,2023-04-10T00:00:00.000+0000,96426
8684_05,lidl,sansebastian,juice,2021-08-09T00:00:00.000+0000,499569
8684_05,lidl,sansebastian,juice,2020-12-07T00:00:00.000+0000,320722
8684_05,lidl,sansebastian,juice,2022-02-14T00:00:00.000+0000,410000
8684_05,lidl,sansebastian,juice,2021-06-28T00:00:00.000+0000,319441
8684_05,lidl,sansebastian,juice,2023-02-27T00:00:00.000+0000,77841
8684_05,lidl,sansebastian,juice,2021-04-05T00:00:00.000+0000,427964
8684_05,lidl,sansebastian,juice,2020-11-02T00:00:00.000+0000,281536
8684_05,lidl,sansebastian,juice,2020-10-26T00:00:00.000+0000,347841
8684_05,lidl,sansebastian,juice,2021-02-15T00:00:00.000+0000,298333
8684_05,lidl,sansebastian,juice,2023-07-17T00:00:00.000+0000,67625
8684_05,lidl,sansebastian,juice,2021-03-15T00:00:00.000+0000,368398
8684_05,lidl,sansebastian,juice,2021-10-18T00:00:00.000+0000,442738
8684_05,lidl,sansebastian,juice,2022-09-19T00:00:00.000+0000,363549
8684_05,lidl,sansebastian,juice,2021-03-29T00:00:00.000+0000,177190
8684_05,lidl,sansebastian,juice,2023-02-13T00:00:00.000+0000,82650
8684_05,lidl,sansebastian,juice,2021-05-03T00:00:00.000+0000,360194
8684_05,lidl,sansebastian,juice,2023-01-23T00:00:00.000+0000,67236
8684_05,lidl,sansebastian,juice,2021-09-20T00:00:00.000+0000,395651
8684_05,lidl,sansebastian,juice,2023-03-20T00:00:00.000+0000,74855
8684_05,lidl,sansebastian,juice,2023-10-09T00:00:00.000+0000,1
8684_05,lidl,sansebastian,juice,2021-03-22T00:00:00.000+0000,501125
8684_05,lidl,sansebastian,juice,2021-07-19T00:00:00.000+0000,590112
8684_05,lidl,sansebastian,juice,2021-08-16T00:00:00.000+0000,294341
8684_05,lidl,sansebastian,juice,2020-11-30T00:00:00.000+0000,339731
8684_05,lidl,sansebastian,juice,2021-05-24T00:00:00.000+0000,518146
8684_05,lidl,sansebastian,juice,2022-06-13T00:00:00.000+0000,576517
8684_05,lidl,sansebastian,juice,2022-11-21T00:00:00.000+0000,82434
8684_05,lidl,sansebastian,juice,2021-01-04T00:00:00.000+0000,292361
8684_05,lidl,sansebastian,juice,2022-08-29T00:00:00.000+0000,364940
8684_05,lidl,sansebastian,juice,2022-08-15T00:00:00.000+0000,516087
8684_05,lidl,sansebastian,juice,2021-09-27T00:00:00.000+0000,464882
8684_05,lidl,sansebastian,juice,2023-07-10T00:00:00.000+0000,105223
8684_05,lidl,sansebastian,juice,2022-03-21T00:00:00.000+0000,457935
8684_05,lidl,sansebastian,juice,2022-04-04T00:00:00.000+0000,777045
8684_05,lidl,sansebastian,juice,2023-08-28T00:00:00.000+0000,58537
8684_05,lidl,sansebastian,juice,2020-12-28T00:00:00.000+0000,225361
8684_05,lidl,sansebastian,juice,2022-08-08T00:00:00.000+0000,477471
8684_05,lidl,sansebastian,juice,2022-05-30T00:00:00.000+0000,439657
8684_05,lidl,sansebastian,juice,2022-06-20T00:00:00.000+0000,680577
8684_05,lidl,sansebastian,juice,2021-03-08T00:00:00.000+0000,427131
8684_05,lidl,sansebastian,juice,2023-06-19T00:00:00.000+0000,105263
8684_05,lidl,sansebastian,juice,2023-07-31T00:00:00.000+0000,111314
8684_05,lidl,sansebastian,juice,2022-06-27T00:00:00.000+0000,468764
8684_05,lidl,sansebastian,juice,2022-10-10T00:00:00.000+0000,328258
8684_05,lidl,sansebastian,juice,2022-11-07T00:00:00.000+0000,321091
8684_05,lidl,sansebastian,juice,2023-08-14T00:00:00.000+0000,86698
8684_05,lidl,sansebastian,juice,2021-11-29T00:00:00.000+0000,421756
8684_05,lidl,sansebastian,juice,2021-02-22T00:00:00.000+0000,391941
8684_05,lidl,sansebastian,juice,2022-03-28T00:00:00.000+0000,687382
8684_05,lidl,sansebastian,juice,2021-05-17T00:00:00.000+0000,332470
8684_05,lidl,sansebastian,juice,2022-02-21T00:00:00.000+0000,466941
8684_05,lidl,sansebastian,juice,2022-07-04T00:00:00.000+0000,559968
8684_05,lidl,sansebastian,juice,2021-12-06T00:00:00.000+0000,206784
8684_05,lidl,sansebastian,juice,2023-05-29T00:00:00.000+0000,82081
8684_05,lidl,sansebastian,juice,2023-07-03T00:00:00.000+0000,87326
8684_05,lidl,sansebastian,juice,2022-10-31T00:00:00.000+0000,163650
8684_05,lidl,sansebastian,juice,2023-04-24T00:00:00.000+0000,120119
8684_05,lidl,sansebastian,juice,2023-06-05T00:00:00.000+0000,88328
8684_05,lidl,sansebastian,juice,2022-12-26T00:00:00.000+0000,68977
8684_05,lidl,sansebastian,juice,2021-11-15T00:00:00.000+0000,510177
8684_05,lidl,sansebastian,juice,2022-05-09T00:00:00.000+0000,442973
8684_05,lidl,sansebastian,juice,2022-12-05T00:00:00.000+0000,50066
8684_05,lidl,sansebastian,juice,2022-04-25T00:00:00.000+0000,520330
8684_05,lidl,sansebastian,juice,2021-06-07T00:00:00.000+0000,431594
8684_05,lidl,sansebastian,juice,2023-06-26T00:00:00.000+0000,65555
8684_05,lidl,sansebastian,juice,2022-01-24T00:00:00.000+0000,496976
8684_05,lidl,sansebastian,juice,2020-11-09T00:00:00.000+0000,219617
8684_05,lidl,sansebastian,juice,2022-06-06T00:00:00.000+0000,558679
8684_05,lidl,sansebastian,juice,2020-12-21T00:00:00.000+0000,309099
8684_05,lidl,sansebastian,juice,2021-07-12T00:00:00.000+0000,444058
8684_05,lidl,sansebastian,juice,2021-04-19T00:00:00.000+0000,371431
8684_05,lidl,sansebastian,juice,2020-11-16T00:00:00.000+0000,296825
8684_05,lidl,sansebastian,juice,2022-01-10T00:00:00.000+0000,512519
8684_05,lidl,sansebastian,juice,2022-08-01T00:00:00.000+0000,471012
8684_05,lidl,sansebastian,juice,2021-09-13T00:00:00.000+0000,489934
8684_05,lidl,sansebastian,juice,2022-03-14T00:00:00.000+0000,47984
8684_05,lidl,sansebastian,juice,2023-08-21T00:00:00.000+0000,96619
8684_05,lidl,sansebastian,juice,2021-07-26T00:00:00.000+0000,350733
8684_05,lidl,sansebastian,juice,2023-05-15T00:00:00.000+0000,101907
8684_05,lidl,sansebastian,juice,2021-05-31T00:00:00.000+0000,299559
8684_05,lidl,sansebastian,juice,2021-01-25T00:00:00.000+0000,222611
8684_05,lidl,sansebastian,juice,2020-11-23T00:00:00.000+0000,353562
8684_05,lidl,sansebastian,juice,2022-05-23T00:00:00.000+0000,403415
8684_05,lidl,sansebastian,juice,2022-01-31T00:00:00.000+0000,347982
8684_05,lidl,sansebastian,juice,2021-10-11T00:00:00.000+0000,299355
8684_05,lidl,sansebastian,juice,2023-02-06T00:00:00.000+0000,51555
8684_05,lidl,sansebastian,juice,2022-05-16T00:00:00.000+0000,319378
8684_05,lidl,sansebastian,juice,2023-01-30T00:00:00.000+0000,89299
6213_03,LIDL,Vitoria,beverage,2021-03-01T00:00:00.000+0000,81476
6213_03,LIDL,Vitoria,beverage,2021-03-15T00:00:00.000+0000,255741
6213_03,LIDL,Vitoria,beverage,2021-07-05T00:00:00.000+0000,790986
6213_03,LIDL,Vitoria,beverage,2021-10-25T00:00:00.000+0000,513745
6213_03,LIDL,Vitoria,beverage,2020-10-19T00:00:00.000+0000,268189
6213_03,LIDL,Vitoria,beverage,2022-10-17T00:00:00.000+0000,430007
6213_03,LIDL,Vitoria,beverage,2020-12-21T00:00:00.000+0000,45265
6213_03,LIDL,Vitoria,beverage,2022-10-24T00:00:00.000+0000,1260598
6213_03,LIDL,Vitoria,beverage,2023-07-31T00:00:00.000+0000,1294546
6213_03,LIDL,Vitoria,beverage,2021-01-11T00:00:00.000+0000,32817
6213_03,LIDL,Vitoria,beverage,2021-07-12T00:00:00.000+0000,669905
6213_03,LIDL,Vitoria,beverage,2021-10-04T00:00:00.000+0000,780707
6213_03,LIDL,Vitoria,beverage,2022-03-21T00:00:00.000+0000,181056
6213_03,LIDL,Vitoria,beverage,2021-09-27T00:00:00.000+0000,416428
6213_03,LIDL,Vitoria,beverage,2022-03-14T00:00:00.000+0000,119950
6213_03,LIDL,Vitoria,beverage,2023-06-26T00:00:00.000+0000,1070490
6213_03,LIDL,Vitoria,beverage,2022-08-29T00:00:00.000+0000,1113491
6213_03,LIDL,Vitoria,beverage,2022-12-12T00:00:00.000+0000,334953
6213_03,LIDL,Vitoria,beverage,2023-04-17T00:00:00.000+0000,832855
6213_03,LIDL,Vitoria,beverage,2023-05-08T00:00:00.000+0000,374559
6213_03,LIDL,Vitoria,beverage,2021-04-12T00:00:00.000+0000,458297
6213_03,LIDL,Vitoria,beverage,2021-05-17T00:00:00.000+0000,286294
6213_03,LIDL,Vitoria,beverage,2020-12-14T00:00:00.000+0000,39607
6213_03,LIDL,Vitoria,beverage,2021-12-20T00:00:00.000+0000,262531
6213_03,LIDL,Vitoria,beverage,2023-01-30T00:00:00.000+0000,626905
6213_03,LIDL,Vitoria,beverage,2022-03-07T00:00:00.000+0000,607668
6213_03,LIDL,Vitoria,beverage,2021-04-19T00:00:00.000+0000,338348
6213_03,LIDL,Vitoria,beverage,2021-06-28T00:00:00.000+0000,678958
6213_03,LIDL,Vitoria,beverage,2021-06-14T00:00:00.000+0000,675563
6213_03,LIDL,Vitoria,beverage,2022-02-14T00:00:00.000+0000,376822
6213_03,LIDL,Vitoria,beverage,2020-12-07T00:00:00.000+0000,18106
6213_03,LIDL,Vitoria,beverage,2021-08-02T00:00:00.000+0000,596352
6213_03,LIDL,Vitoria,beverage,2023-09-25T00:00:00.000+0000,1089727
6213_03,LIDL,Vitoria,beverage,2021-05-31T00:00:00.000+0000,780802
6213_03,LIDL,Vitoria,beverage,2022-05-02T00:00:00.000+0000,465087
6213_03,LIDL,Vitoria,beverage,2023-05-15T00:00:00.000+0000,278373
6213_03,LIDL,Vitoria,beverage,2021-02-22T00:00:00.000+0000,267057
6213_03,LIDL,Vitoria,beverage,2022-02-21T00:00:00.000+0000,552219
6213_03,LIDL,Vitoria,beverage,2021-11-01T00:00:00.000+0000,764959
6213_03,LIDL,Vitoria,beverage,2021-11-22T00:00:00.000+0000,288558
6213_03,LIDL,Vitoria,beverage,2021-12-06T00:00:00.000+0000,174267
